admin_support,age,boss_survey,boss_tenure,city_size,clock_in,core,education,gender,half_day_leaves,high_potential,job_satisfaction,kpi_performance,local,part_time,rank,remote,salary,subordinates,team_size,tenure,tenure_unit,training,variable_pay,years_since_promotion,exit
0,34,0.23149283,8,9.3999996,1,1,1,0,6,0,0.49948391,0.706227,1,0,1,0,31.888947,0,7,1,1,3,2,3,0
0,32,0.11905718,3,2.2,0,1,3,0,4,0,0.30349454,0.74400353,1,1,1,1,33.668945,0,9,1,1,4,3,4,1
0,36,0.6061967,3,4.3000002,0,1,1,1,4,0,0.3869887,0.78698981,1,0,1,0,32.719101,0,4,2,2,2,3,5,0
0,37,0.34978393,3,6.0999999,0,1,1,0,2,1,0.57188338,0.9178862,1,0,1,0,35.479568,0,7,2,2,3,3,3,0
0,37,0.45347393,3,9.3999996,0,0,1,0,5,0,0.66631192,0.67595905,1,1,1,0,34.664902,0,9,4,4,3,5,4,0
2,40,0.48339871,4,6.0999999,0,0,2,1,,0,0.66596681,0.61881554,1,0,2,0,35.332962,2,8,1,1,3,12,3,0
0,37,0.43114239,3,9.3999996,0,1,1,0,6,0,0.42561629,0.5809589,1,1,1,0,33.603394,0,10,2,2,2,3,4,0
0,38,0.0711236,4,0.89999998,0,1,2,0,5,0,0.35190934,0.68427348,1,0,1,0,30.292603,0,7,1,1,3,0,4,1
0,33,0.46865523,3,4.3000002,1,0,2,0,3,0,0.48024511,0.8153531,1,1,1,0,39.507431,0,6,2,2,2,5,4,0
0,35,0.27852124,3,6.0999999,1,1,1,0,5,0,0.2214766,0.7231673,1,0,1,0,30.318832,0,9,2,2,3,3,3,0
0,38,0.35656473,3,9.3999996,1,1,1,1,6,0,0.55094147,0.71350551,1,0,1,1,40.23568,0,6,1,1,3,4,3,0
0,32,0.60987896,3,4.3000002,0,1,3,0,4,0,0.35139447,0.66115117,1,1,1,0,32.652054,0,9,2,2,3,0,4,0
0,36,0.61719513,4,9.3999996,0,0,1,0,5,0,0.52094817,0.52644169,1,0,1,0,28.707825,0,8,1,1,3,3,4,0
0,36,0.52914411,3,2.2,0,1,1,0,5,0,0.22801912,0.6936546,1,1,1,1,31.545456,0,11,3,3,2,1,4,0
0,42,0.14373414,4,4.3000002,1,1,2,0,5,1,0.59285349,0.60155785,1,0,1,0,33.309769,0,6,1,1,2,3,4,0
0,36,0.42792153,3,6.0999999,0,0,1,0,5,0,0.39302182,0.70201814,1,0,1,1,41.728294,0,9,7,7,2,5,4,0
2,36,0.58112663,3,9.3999996,0,1,1,1,4,0,0.54419899,0.72412318,1,0,3,0,39.989464,4,8,2,2,3,11,4,0
1,42,0.46668187,3,9.3999996,0,1,1,1,6,0,0.55343997,0.59928709,1,1,3,0,43.476227,7,9,2,1,2,17,4,0
2,48,0.71131879,4,9.3999996,0,1,1,1,3,0,0.55282164,0.83258289,1,0,4,0,51.441788,7,8,1,1,2,19,3,0
0,31,0.56993198,3,9.3999996,0,1,1,0,5,0,0.471867,0.66908717,1,0,1,0,40.074539,0,6,2,2,1,5,4,0
0,32,0.24865964,3,4.3000002,0,1,1,0,5,0,0.49431935,0.67004913,1,1,1,0,29.672852,0,8,1,1,2,1,4,0
0,33,0.51798159,3,6.0999999,0,1,1,1,5,0,0.28000003,0.74098933,1,1,1,0,37.90683,0,10,1,1,2,2,3,0
1,45,0.31541425,3,2.2,0,1,2,1,7,0,0.53840762,0.59706444,1,1,2,0,41.238205,7,8,1,1,2,14,4,0
1,40,0.49784073,,4.3000002,0,0,1,1,3,0,0.50599587,0.82980412,1,0,3,0,38.892998,5,9,1,1,2,17,4,0
2,41,0.71815598,4,9.3999996,0,1,1,1,5,0,0.74252731,0.64865589,1,0,4,1,45.971779,3,6,1,1,3,14,3,0
0,39,0.60526699,4,0.89999998,1,1,1,1,4,0,0.32891732,0.91261315,1,0,1,0,44.407417,0,11,3,3,2,1,,0
2,47,0.76976043,3,9.3999996,0,0,1,1,5,0,0.91540712,0.59886879,1,0,4,0,47.961212,3,7,1,1,2,16,3,0
1,42,0.34714583,5,6.0999999,0,1,2,1,6,0,0.33733243,0.66659749,1,0,3,1,46.366089,3,10,2,2,3,12,4,1
0,35,0.5942384,3,6.0999999,0,1,1,0,5,0,0.77700752,0.64550734,1,1,1,0,31.375717,0,4,3,2,3,2,4,0
1,45,0.60567039,3,0.89999998,0,0,1,1,3,0,0.6531927,0.84559029,1,0,3,1,38.858116,6,7,1,1,3,13,3,0
2,43,0.46881735,3,9.3999996,0,1,1,1,5,0,0.80463684,0.74105543,1,0,4,0,53.708961,6,8,3,1,3,10,3,1
0,30,0.37565699,3,9.3999996,,1,1,0,5,1,0.40529132,0.66428912,1,1,1,1,27.200897,0,10,1,1,3,1,4,0
0,38,0.700122,4,2.2,1,1,1,0,4,1,0.35282445,0.861543,1,1,1,0,35.212692,0,8,1,1,3,2,2,0
2,40,0.68562353,10,4.3000002,0,0,1,1,6,0,0.94445735,0.59815866,1,0,5,0,63.404732,1,5,1,1,3,7,3,0
0,41,0.33279303,3,6.0999999,0,1,1,0,5,0,0.50378519,0.66126502,1,0,1,0,35.017532,0,7,1,1,2,5,3,0
0,28,0.27123445,3,6.0999999,1,1,1,0,5,0,0.3066991,0.63245338,1,0,1,0,32.133698,0,9,1,1,3,3,4,1
1,35,0.60400254,3,6.0999999,0,1,1,1,4,0,0.6613028,0.76449198,1,0,2,0,36.213959,6,4,1,1,2,9,4,0
0,38,0.55636084,5,9.3999996,0,1,1,0,4,0,0.24293873,0.97881138,1,0,1,1,38.466072,0,9,2,2,3,3,3,0
2,34,0.17569859,3,6.0999999,1,1,1,1,4,0,0.65756416,0.69729298,1,0,2,0,35.78096,5,4,2,2,3,10,3,0
0,38,0.52352637,4,4.3000002,0,1,1,0,4,0,0.90202379,0.72736865,1,0,1,1,29.607544,0,5,2,2,3,3,3,0
0,39,0.7641381,3,9.3999996,0,0,1,1,6,0,0.63667494,0.71337819,1,0,1,0,39.123154,0,5,1,,2,5,4,0
1,34,0.53076094,4,6.0999999,0,1,3,1,5,0,0.73085517,0.73512745,1,0,2,0,49.218681,1,8,1,1,2,7,3,0
1,42,0.41328877,3,2.2,0,1,1,1,4,0,0.63398719,0.77521384,1,0,2,0,39.603165,7,6,2,2,3,7,3,0
0,34,0.45198384,3,9.3999996,0,1,1,0,4,1,0.42328432,0.71668476,1,0,1,0,26.860306,0,5,2,1,2,3,4,0
0,37,0.69054693,3,2.2,0,1,3,1,4,0,0.81583798,0.76379496,1,0,1,1,41.353836,0,5,1,1,3,4,3,0
0,45,0.41384101,3,9.3999996,1,1,1,1,5,0,0.80095237,0.64513898,1,0,1,0,35.584839,0,5,2,2,2,3,4,0
0,32,0.42546859,3,6.0999999,1,1,1,0,5,0,0.39804018,0.63330138,1,0,1,1,35.781357,0,9,1,1,3,4,4,0
0,34,0.74643958,3,0.89999998,0,1,2,1,5,1,0.97106194,0.61196965,1,0,1,0,39.03334,0,6,2,2,3,3,4,0
0,37,0.45292005,4,6.0999999,1,1,1,1,5,1,0.879408,0.66472006,1,0,1,0,38.888489,0,6,1,1,3,1,2,0
0,31,0.506136,4,6.0999999,0,0,1,0,5,0,0.50110459,0.6117813,1,0,1,1,29.741821,0,6,1,1,2,1,4,0
0,33,0.2552796,3,9.3999996,1,1,1,1,5,0,0.55396771,0.63213146,1,0,1,0,27.974823,0,12,1,1,3,4,3,1
2,46,0.63740212,4,0.89999998,0,1,1,1,3,0,0.63863462,0.73680305,1,0,3,1,42.355339,1,7,1,1,3,13,4,0
1,45,0.45210955,3,6.0999999,0,1,1,1,4,0,0.64673918,0.81191331,1,0,3,1,43.868019,4,10,2,1,4,9,2,0
0,40,0.34063199,7,6.0999999,1,0,1,0,3,0,0.61536407,0.62580055,1,0,1,1,27.818924,0,7,1,1,3,2,5,0
1,40,0.4755837,3,4.3000002,0,1,1,1,7,0,0.32635018,0.76579285,1,0,2,1,44.221725,4,9,2,2,3,8,4,0
0,35,0.38832021,5,4.3000002,1,1,1,0,5,0,0.68312651,0.67955637,1,0,1,0,31.151077,0,6,2,1,3,0,4,1
1,42,0.21909276,4,2.2,0,1,1,1,4,0,0.50368404,0.66045457,1,0,3,0,36.821289,2,9,2,2,1,12,4,1
0,35,0.11513972,4,4.3000002,1,1,1,1,4,0,0.67959344,0.65055692,1,0,1,0,38.687378,0,4,1,1,3,1,3,0
2,52,0.70948184,4,4.3000002,0,1,3,1,7,0,0.76709199,0.5465337,1,0,4,0,56.737663,8,8,2,1,3,6,3,0
2,42,0.58442664,3,0.89999998,0,1,1,1,6,0,0.88303125,0.65878272,1,0,4,1,47.446495,5,6,2,2,4,12,2,0
0,37,0.80416763,3,6.0999999,0,1,1,1,4,0,0.73082018,0.83810216,1,1,1,0,54.88063,0,4,2,2,2,0,4,0
1,38,0.66671723,3,4.3000002,0,1,1,1,2,0,0.66819197,0.79039955,1,0,2,0,39.720917,4,9,1,1,2,8,3,0
1,49,0.32984781,7,9.3999996,0,1,2,1,6,0,0.79060298,0.58485991,1,0,3,0,46.981216,3,12,3,1,3,15,3,0
2,46,0.45671487,4,0.89999998,0,1,3,1,3,0,0.97096777,0.77534163,1,0,4,1,53.128952,5,3,3,2,2,17,4,0
0,37,0.29200065,3,9.3999996,1,1,2,1,5,0,0.25431299,0.75451404,1,1,1,0,33.984467,0,9,1,1,2,4,4,0
0,34,0.44834003,3,9.3999996,0,1,1,0,5,0,0.68103141,0.69476086,1,1,1,0,40.343048,0,1,2,1,2,0,4,0
0,39,0.31917635,4,4.3000002,1,1,2,0,3,0,0.58372229,0.66993511,1,0,1,0,32.448776,0,7,1,1,2,0,4,0
1,42,0.48050416,3,2.2,1,1,1,1,4,0,0.83346874,0.68380958,1,0,3,0,47.200363,6,4,1,1,2,19,4,0
0,36,0.420735,3,4.3000002,0,1,1,0,6,0,0.41698694,0.65377539,1,0,1,0,35.959839,0,10,1,1,2,4,5,0
2,47,0.43836704,4,2.2,0,0,1,1,2,0,0.79792702,0.76314473,1,0,4,0,63.202225,6,8,2,2,2,19,3,0
0,32,0.77764761,3,4.3000002,1,1,2,1,5,0,0.59677559,0.76361722,1,1,1,0,40.48362,0,5,1,1,3,2,4,0
2,40,0.92089564,4,2.2,0,1,1,1,2,0,0.65761536,0.82875276,1,0,2,0,55.162811,3,9,1,1,2,17,4,0
0,37,0.35060337,3,9.3999996,0,1,1,0,6,0,0.51371515,0.66696018,1,0,1,0,32.189301,0,7,1,1,3,0,3,0
0,40,0.49305868,3,2.2,1,1,1,0,4,1,0.46515772,0.76120257,1,0,1,1,33.354065,0,7,1,1,2,4,4,0
0,33,0.7362994,5,,1,1,2,1,3,0,0.83325541,0.81238943,1,0,1,0,37.401199,0,4,4,1,3,2,3,0
0,38,0.41725948,3,9.3999996,1,0,1,1,8,0,0.1552833,0.7061134,1,1,1,1,33.211578,0,9,2,1,3,4,4,0
1,35,0.78108186,3,0.89999998,0,0,3,1,5,0,0.71491438,0.73112851,1,0,2,1,41.854637,0,7,1,1,2,11,4,0
0,33,0.11499102,3,6.0999999,1,1,1,1,4,0,0.31844237,0.75680429,1,1,1,1,31.689743,0,11,1,1,2,2,4,1
1,42,0.55074573,4,6.0999999,0,1,1,1,3,0,0.6961031,0.70443898,1,0,2,1,40.320602,1,8,1,1,3,6,3,1
1,36,0.48302668,3,9.3999996,0,1,2,1,6,0,0.36395469,0.71930885,1,0,3,1,39.142349,8,10,2,2,3,15,3,0
2,37,0.59376848,4,9.3999996,0,1,1,1,3,0,0.67673779,0.81297994,1,0,4,1,42.041992,8,6,2,2,3,11,3,0
0,30,0.51297307,4,9.3999996,0,1,2,0,5,0,0.27592397,0.79553062,1,0,1,0,37.236481,0,10,1,1,3,0,4,0
0,32,0.47030646,3,9.3999996,0,1,1,0,4,1,0.25920537,0.77436912,1,1,1,1,41.452545,0,10,2,2,3,3,3,0
0,37,0.17724919,3,9.3999996,0,1,1,1,6,0,0.58493131,0.65963697,1,0,1,0,32.236954,0,6,1,1,4,3,3,1
1,39,0.45995486,4,2.2,0,1,1,1,4,0,0.51712286,0.65295875,1,0,2,1,35.155075,0,11,1,1,2,10,4,0
0,37,0.33074883,3,2.2,1,1,1,1,5,0,0.49076521,0.63465464,1,0,1,0,30.638519,0,8,1,1,3,3,4,0
1,33,0.6736598,3,9.3999996,0,1,2,0,3,0,0.59604681,0.8315565,1,0,2,0,38.6017,4,6,1,1,3,5,3,0
1,39,0.45367754,3,0.89999998,1,1,1,1,1,0,0.83970553,0.72633135,1,0,2,0,38.107803,6,5,1,1,3,15,3,0
1,41,0.77704006,4,2.2,1,1,1,1,3,0,1.215942,0.55129355,1,1,2,0,41.828537,1,7,3,1,3,10,3,0
1,46,0.59863055,3,6.0999999,0,0,1,1,2,0,0.73172438,0.83800125,1,1,3,0,54.865349,6,6,1,1,2,16,4,0
1,40,0.3266058,3,4.3000002,0,1,1,1,5,0,0.50499314,0.66854733,1,0,3,0,44.509888,3,7,2,1,2,8,5,0
1,37,0.38033319,3,4.3000002,0,1,1,1,5,0,0.64423293,0.71922523,1,0,3,0,44.518768,1,6,2,1,4,6,3,0
0,30,0.3978399,3,4.3000002,0,1,2,1,5,0,0.19898638,0.7226122,1,0,1,0,34.959717,0,7,2,2,3,0,4,0
0,38,1.0319531,3,9.3999996,1,1,1,1,6,0,0.9723081,0.63686246,1,1,1,1,41.674927,0,6,2,2,3,2,3,0
0,39,0.57154077,4,9.3999996,0,0,1,1,4,0,0.58648616,0.63119948,1,0,1,0,37.844292,0,5,1,1,2,2,4,0
1,40,0.13891491,5,2.2,0,0,2,0,5,0,0.46023247,0.80305105,1,0,2,0,38.743401,1,9,1,1,3,14,3,0
1,39,0.61601806,3,9.3999996,0,0,1,1,6,0,0.675547,0.57862711,1,0,3,1,37.800613,4,10,2,2,3,15,3,0
0,36,0.77201653,3,2.2,1,0,2,1,3,1,0.71389425,0.71777439,1,1,1,0,38.474609,0,7,2,2,3,1,4,0
0,40,0.3180382,3,2.2,1,0,1,0,4,0,0.58637756,0.60180265,1,1,1,0,33.017532,0,8,6,4,2,4,4,1
0,40,0.42471689,4,9.3999996,1,1,1,0,4,0,0.43976533,0.78161168,1,0,1,1,33.094879,0,7,1,1,3,2,4,1
0,36,0.57247198,3,9.3999996,1,0,1,0,5,0,0.59841144,0.65538245,1,0,1,0,35.411621,0,5,1,1,3,5,4,0
0,37,0.64759678,5,6.0999999,1,1,1,1,6,0,0.43559486,0.78916109,1,0,1,0,45.138191,0,10,1,1,2,1,3,0
1,40,0.29661673,3,2.2,0,1,1,1,2,0,0.91235274,0.63592356,1,0,4,1,31.983215,5,4,1,1,3,16,3,0
0,29,0.67973447,4,9.3999996,0,1,1,1,5,1,1.0864379,0.54452771,1,0,1,0,43.06189,0,6,2,1,3,1,2,0
0,31,0.45494837,4,6.0999999,0,1,1,0,4,1,0.54579049,0.68993223,1,0,1,0,36.73143,0,7,7,4,2,2,4,0
1,45,0.43235976,5,4.3000002,0,1,3,1,4,0,0.55854642,0.69451559,1,0,2,0,44.017136,3,11,2,1,2,15,3,0
1,41,0.1879479,3,9.3999996,0,1,2,0,6,0,0.72722191,0.62118506,1,0,2,1,39.091911,3,7,2,1,3,19,4,1
2,46,0.41621563,3,4.3000002,0,1,1,1,4,0,0.80890548,0.6015473,1,0,4,1,34.241638,5,6,1,1,3,18,3,0
2,41,0.1847727,4,6.0999999,0,1,1,1,5,0,0.43733865,0.68687987,1,0,3,0,43.555702,0,8,2,1,2,8,3,0
0,36,0.70928174,3,4.3000002,1,1,1,1,6,0,0.34463346,0.73859757,1,0,1,0,38.822281,0,6,1,1,3,5,3,0
1,37,0.70445448,3,2.2,0,1,1,1,5,0,0.75014991,0.66850096,1,0,3,0,42.894127,7,7,1,1,3,18,3,0
2,46,0.55639333,6,9.3999996,0,1,1,1,3,0,0.75486833,0.64869082,1,0,3,1,45.453514,6,8,1,1,3,20,3,0
2,40,0.68834138,5,0.89999998,1,1,1,1,1,0,1.1799188,0.74943197,1,0,3,0,37.82605,1,2,1,1,2,19,3,0
0,36,1.0232234,3,9.3999996,1,1,1,0,6,0,0.76338118,0.65115255,1,0,1,0,38.972023,0,5,1,1,3,1,3,0
0,38,0.4382835,3,9.3999996,1,1,1,1,5,0,0.62884849,0.55087757,1,0,1,1,36.577423,0,9,2,2,3,2,5,0
1,44,0.36460567,3,4.3000002,0,1,1,1,6,0,0.48277849,0.65260202,1,0,2,1,41.047882,0,9,1,1,2,14,4,0
0,38,0.37209395,4,6.0999999,1,0,1,1,4,0,0.344405,0.94920647,1,0,1,0,39.356483,0,7,1,1,3,4,3,0
0,33,0.47470927,3,6.0999999,1,1,1,0,3,0,0.43581724,0.76113719,1,1,1,0,37.19416,0,7,2,1,1,0,4,0
0,37,0.36680239,3,9.3999996,1,1,1,1,7,0,0.53176785,0.59558851,1,0,1,0,37.833824,0,8,1,1,3,2,4,1
2,45,0.52870011,3,2.2,0,1,1,1,6,0,0.53806168,0.65724456,1,0,4,0,47.244041,7,8,1,1,3,19,4,0
0,36,0.77394021,4,0.89999998,1,1,1,1,1,0,0.70234793,0.80540806,1,0,1,1,35.756271,0,6,2,2,2,5,4,0
1,37,0.65126801,3,9.3999996,1,1,3,1,5,0,0.3931835,0.79691195,1,0,2,1,41.712074,5,9,3,2,3,12,4,0
1,36,0.53834587,3,2.2,0,1,1,1,4,0,0.65843093,0.80248868,1,0,2,0,44.222069,7,5,2,2,2,15,3,0
2,34,0.6491679,3,2.2,1,1,1,0,5,0,0.73253417,0.66397852,1,1,3,0,37.34594,7,7,4,4,3,9,3,0
1,42,0.15610608,4,9.3999996,0,1,1,1,6,0,0.52623427,0.61102796,1,0,2,0,37.225212,3,6,1,1,2,5,4,0
0,28,0.42576692,3,9.3999996,0,0,1,1,7,0,0.40569323,0.67434299,1,0,1,0,36.378967,0,6,1,1,3,5,5,1
0,41,0.29032224,3,4.3000002,1,1,1,0,4,0,0.59784758,0.73547876,1,0,1,0,33.310242,0,7,1,1,3,1,4,0
2,40,0.76022327,3,4.3000002,1,1,2,1,5,0,0.63194883,0.69550389,1,0,2,0,43.947639,6,3,1,1,1,11,5,0
0,38,0.33611169,5,6.0999999,0,1,1,0,6,0,0.55752474,0.61453581,1,0,1,1,33.724792,0,10,1,1,3,2,3,1
0,36,0.51961726,4,4.3000002,1,1,1,0,6,0,0.22370493,0.71013719,1,1,1,1,30.987747,0,6,5,5,1,4,4,0
0,36,0.85008514,4,6.0999999,0,1,1,1,6,0,0.70534724,0.80282342,1,0,1,1,53.132515,0,5,2,2,3,4,3,0
0,33,0.67303759,4,2.2,0,1,1,1,5,0,0.59918553,0.65447062,1,0,1,1,39.173561,0,8,2,2,2,1,4,0
1,35,0.51446873,3,9.3999996,0,1,2,1,7,0,0.27684683,0.86398286,1,0,2,0,49.489861,8,9,1,1,3,15,3,0
0,35,0.14456816,3,6.0999999,1,1,1,0,4,0,0.34449059,0.86025244,1,0,1,0,33.422531,0,9,2,1,2,1,3,1
2,40,0.46077606,3,2.2,0,1,1,1,6,0,0.60565084,0.58148253,1,1,4,,59.079521,7,9,1,1,3,11,4,0
2,46,0.67466021,3,0.89999998,0,1,1,1,2,0,0.77968675,0.8690725,1,0,4,0,47.494499,1,3,1,1,2,14,4,0
0,34,0.77599585,4,9.3999996,0,1,1,1,5,0,0.65883172,0.91969222,1,0,1,0,58.235931,0,6,2,1,3,2,3,0
0,41,0.45295629,4,4.3000002,1,1,1,1,4,0,0.40073436,0.84044981,1,1,1,1,42.755775,0,7,3,3,2,2,3,0
0,33,0.31136638,3,9.3999996,0,1,1,0,6,1,0.30573601,0.73899037,1,1,1,0,37.497322,0,8,2,2,3,5,4,1
0,41,0.44907144,5,6.0999999,1,1,1,0,5,1,0.51540339,0.69611198,1,0,,0,33.28862,0,11,1,1,2,2,3,0
0,39,0.80640107,4,9.3999996,1,1,1,1,5,0,0.83523613,0.74960226,1,0,1,0,48.499298,0,5,1,1,2,3,3,0
2,50,0.60954523,3,0.89999998,1,1,3,1,3,0,0.65976149,0.67220896,1,,3,0,36.57399,3,10,1,1,3,5,4,0
0,37,0.58634621,3,4.3000002,1,1,2,0,3,0,0.8225826,0.80513501,1,0,1,1,37.274162,0,4,1,1,3,1,3,0
2,41,0.54185975,3,9.3999996,0,0,1,1,4,0,0.71438217,0.80493766,1,0,3,0,48.486343,4,4,3,3,3,16,3,0
1,32,0.45834699,4,4.3000002,0,1,1,1,4,0,0.70698476,0.61522466,1,0,3,1,43.442383,0,9,2,2,2,7,4,0
0,39,0.20744988,3,6.0999999,0,1,1,0,5,0,0.58825922,0.64362717,1,0,1,0,31.045609,0,6,2,2,2,0,4,0
2,41,0.43010992,4,9.3999996,1,0,1,0,6,0,0.93244416,0.53836274,1,0,2,0,38.990776,1,6,1,1,3,9,3,0
2,39,0.12160418,3,9.3999996,0,1,1,1,4,0,0.52863562,0.69362015,1,0,4,0,36.799316,6,8,2,2,3,18,3,1
0,42,0.65320897,4,4.3000002,1,1,2,0,3,0,0.51789957,0.86300313,1,0,1,1,33.869614,0,7,1,1,3,5,4,0
0,39,0.52879804,3,4.3000002,0,0,1,0,4,0,0.84807831,0.71239126,1,1,1,0,38.060951,0,5,4,2,2,1,3,0
0,34,0.5102042,3,2.2,1,1,1,0,4,0,0.4747287,0.6833145,1,0,1,0,36.257645,0,8,1,1,2,5,4,0
2,39,0.6795947,3,2.2,0,1,1,1,5,0,0.89679104,0.6019488,1,0,4,0,45.649994,8,3,1,1,3,13,5,0
0,34,0.45619991,4,9.3999996,1,1,1,1,7,1,0.48208186,0.73476732,1,0,1,1,37.583565,0,6,1,1,3,4,4,1
1,33,0.83982813,4,9.3999996,0,1,2,1,5,0,0.86745024,0.71992373,1,0,2,0,41.873932,4,6,1,1,3,15,4,0
0,36,0.58348393,4,2.2,1,0,1,0,4,0,0.64227802,0.80414885,1,1,1,0,32.773361,0,7,2,1,4,2,3,0
0,40,0.34993759,5,6.0999999,0,0,1,0,8,0,0.51616329,0.54188186,1,1,1,0,32.06543,0,9,2,1,3,0,4,0
1,45,0.52760977,6,4.3000002,0,1,2,1,5,0,0.54113609,0.77877438,1,0,3,0,54.228271,1,9,1,1,3,19,3,0
0,44,0.5200429,3,4.3000002,0,0,2,0,3,1,0.45506102,0.79126769,1,1,1,0,24.559586,0,6,2,1,3,4,3,0
0,32,0.19340284,3,4.3000002,1,1,1,0,3,1,0.67325938,0.68558466,1,1,1,0,30.597015,0,8,1,1,3,2,4,0
0,39,0.27481872,3,4.3000002,1,1,1,1,5,0,0.47177386,0.57572716,1,1,1,0,32.513351,0,9,2,2,2,2,4,0
0,38,0.429315,4,6.0999999,1,1,1,1,5,0,0.7543177,0.61127949,1,1,1,0,37.550133,0,8,3,1,3,2,4,0
0,39,0.33810905,3,4.3000002,0,1,1,0,5,1,0.48419201,0.65684545,1,0,1,0,32.309967,0,9,1,1,3,1,5,0
0,39,0.59576315,4,9.3999996,0,1,1,1,5,0,0.29142123,0.82711393,1,1,1,1,46.111908,0,8,1,1,2,3,4,0
0,41,0.39202499,3,4.3000002,1,1,1,0,4,0,0.69325989,0.68684417,1,0,1,0,36.782242,0,7,2,2,3,1,3,0
0,34,0.78991115,3,6.0999999,0,1,3,1,4,0,0.96112227,0.74495667,1,0,1,0,38.343742,0,4,1,1,3,4,3,0
1,35,-0.027445221,4,4.3000002,0,1,1,1,3,0,0.68881994,0.46344122,1,1,2,0,35.264801,1,9,1,1,2,10,5,1
2,43,0.22580603,3,2.2,0,1,3,1,3,0,0.28408626,0.8911112,1,0,3,1,45.819382,5,6,2,2,2,9,4,0
0,30,0.39482906,4,6.0999999,1,1,1,0,5,0,0.70098627,0.67196178,1,,1,0,39.252937,0,5,1,1,3,2,4,0
1,32,0.27735788,4,9.3999996,0,1,1,1,5,0,0.51861376,0.64998221,1,0,2,1,35.452698,7,5,2,1,3,16,4,0
0,35,0.46224403,3,9.3999996,1,1,2,0,5,0,1.0054753,0.50667137,1,1,1,,29.383453,0,2,2,1,3,5,5,0
1,47,0.6461333,5,0.89999998,0,1,2,1,3,0,0.52465403,0.83128107,1,0,3,1,42.84433,8,8,2,1,3,7,,0
1,38,0.35458663,4,2.2,0,1,1,1,4,0,0.42770463,0.77402103,1,0,2,0,51.19558,1,9,1,1,3,9,3,1
0,29,0.69778728,3,0.89999998,1,1,1,1,4,0,0.74456668,0.74323869,1,0,1,1,41.15123,0,5,2,2,2,0,4,0
1,46,0.35537973,4,4.3000002,0,0,3,1,2,0,0.46206769,0.81104046,1,0,3,0,42.033546,2,9,14,14,3,20,3,0
0,36,0.5409863,4,6.0999999,1,1,1,1,4,1,0.43839648,0.86843997,1,0,1,0,33.753052,0,6,1,1,3,3,3,0
0,40,0.37931094,4,4.3000002,1,0,3,1,5,0,0.37279105,0.6113869,1,1,1,0,34.860992,0,10,2,2,2,1,4,0
0,37,0.5780431,6,2.2,0,1,3,0,4,0,0.67129183,0.78196985,1,0,1,0,41.31205,0,9,1,1,2,4,2,0
0,38,0.51725703,4,4.3000002,0,0,3,0,4,0,0.72202396,0.73212957,1,0,1,0,31.720764,0,4,2,2,3,2,4,0
0,25,0.4241924,4,0.89999998,0,1,3,0,5,0,0.37591961,0.70885628,1,1,1,0,26.701172,0,4,1,1,3,2,5,0
2,48,0.38997197,4,9.3999996,0,0,2,0,5,0,0.80433601,0.65898591,1,0,4,1,41.724876,0,8,1,1,3,20,3,0
2,39,0.6740644,4,4.3000002,1,1,1,1,3,0,0.67490834,0.74847382,1,0,2,0,38.021248,6,5,1,1,3,15,4,0
0,34,0.35057738,4,2.2,0,1,1,0,2,0,0.67010093,0.81933159,1,0,1,1,33.444992,0,7,2,1,3,1,4,0
1,38,0.11071791,5,4.3000002,0,1,1,1,4,0,0.34149295,0.73532814,1,0,2,0,37.527336,6,11,1,1,3,16,3,0
0,38,0.10837848,3,6.0999999,0,1,1,0,6,1,0.455897,0.50157112,1,1,1,1,31.077621,0,11,1,1,3,3,4,1
0,47,0.68975794,5,2.2,0,1,1,1,5,0,0.38525048,0.83681691,1,0,1,1,40.554291,0,8,1,1,2,1,4,0
0,35,0.60492289,3,2.2,0,1,1,1,3,0,0.54887563,0.95531297,1,0,1,0,41.508095,0,4,1,1,2,4,4,0
0,38,0.63736856,3,6.0999999,1,1,1,1,4,0,0.43603551,0.73481101,1,0,1,0,36.290939,0,6,1,1,2,0,5,0
0,38,0.63429815,4,4.3000002,0,1,1,1,3,0,0.54771006,0.86058557,1,0,1,0,43.756042,0,6,1,1,3,0,4,0
1,43,0.19943471,3,2.2,0,1,1,1,6,0,0.78550774,0.47561938,1,0,3,0,40.602699,8,8,2,1,4,7,4,0
1,49,0.31595248,3,4.3000002,0,1,1,1,7,0,0.081910372,0.5702827,1,1,3,0,43.832695,4,11,1,1,2,15,5,0
1,34,0.3573257,3,4.3000002,0,0,1,1,2,0,0.64972621,0.82931989,1,0,2,0,43.50248,7,7,2,2,3,16,3,0
2,43,0.2715463,3,6.0999999,0,1,1,0,4,0,0.39342344,0.68075943,1,0,3,0,33.651367,8,5,1,1,3,9,5,0
0,39,0.66493982,3,9.3999996,0,1,1,0,4,1,0.87850374,0.68888825,1,1,1,0,32.185928,0,5,1,1,3,2,3,0
0,35,0.48296025,3,9.3999996,1,1,2,1,5,1,0.80976385,0.77773923,1,0,1,0,31.690277,0,6,3,1,3,1,1,0
1,35,0.29066452,4,9.3999996,0,0,1,1,6,0,0.62469918,0.6393674,1,1,2,0,35.702438,7,9,2,1,3,18,3,1
1,36,1.0584139,3,9.3999996,0,0,3,1,5,0,0.8071962,0.69408673,1,1,2,0,49.885231,5,9,2,1,3,14,3,0
