From.Grade,To.Grade,Is.Non.Annual.,Days,Departure.Date,Deposit.Date,Tuition,FRP.Active,FRP.Cancelled,Cancelled.Pax,Total.Discount.Pax,Initial.System.Date,Parent.Meeting.Flag,MDR.Low.Grade,MDR.High.Grade,EZ.Pay.Take.Up.Rate,School.Sponsor,FPP,NumberOfMeetingswithParents,SingleGradeTripFlag,Retained.in.2012.,Ability_to_Pay,Travel.Type_B,Travel.Type_N,Travel.Type_T,School.Type_Catholic,School.Type_PUBLIC,School.Type_Private non-Christian,SPR.New.Existing_NEW,SchoolSizeIndicator_M-L,SchoolSizeIndicator_S,SchoolSizeIndicator_S-M,SchoolSizeIndicator_missing,Region_New_Mountain,Region_New_North East,Region_New_Northen California,Region_New_Pacific,Region_New_South Atlantic,Region_New_South Central,Region_New_Southern California,Region_New_Texas,Region_New_West North Central,DepartureSeason_Winter
8.0,8.0,0.0,5.0,40634.0,40483.0,1929.0,12.0,2.0,1.0,3.0,40264.0,1.0,6.0,8.0,0.083,0.0,24.0,1.0,1.0,1.0,2.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
8.0,8.0,0.0,5.0,40634.0,40501.0,2139.0,43.0,8.0,10.0,5.0,40236.0,1.0,7.0,8.0,0.15,0.0,60.0,1.0,1.0,1.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8.0,8.0,0.0,5.0,40634.0,40452.0,1599.0,23.0,7.0,11.0,4.0,40284.0,1.0,6.0,8.0,0.156,0.0,32.0,1.0,1.0,1.0,2.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
7.0,8.0,0.0,5.0,40634.0,40501.0,2296.0,8.0,1.0,2.0,1.0,40297.0,0.0,6.0,7.0,0.048,0.0,21.0,0.0,0.0,0.0,2.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
8.0,8.0,0.0,5.0,40634.0,40481.0,1914.0,21.0,9.0,13.0,2.0,40303.0,1.0,6.0,8.0,0.345,0.0,29.0,2.0,1.0,1.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8.0,8.0,0.0,6.0,40634.0,40459.0,2349.0,32.0,7.0,9.0,7.0,40199.0,1.0,6.0,8.0,0.11900000000000001,0.0,67.0,1.0,1.0,1.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8.0,8.0,0.0,6.0,40634.0,40476.0,2498.0,13.0,3.0,6.0,1.0,40298.0,1.0,7.0,9.0,0.039,0.0,26.0,1.0,1.0,1.0,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
8.0,9.0,0.0,6.0,40634.0,40330.0,2010.0,32.0,8.0,10.0,3.0,40239.0,1.0,7.0,12.0,0.48,0.0,50.0,1.0,0.0,1.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8.0,8.0,0.0,6.0,40634.0,40480.0,2520.0,8.0,3.0,3.0,1.0,40254.0,1.0,7.0,8.0,0.364,0.0,11.0,1.0,1.0,1.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8.0,8.0,0.0,7.0,40634.0,40473.0,2587.0,8.0,3.0,3.0,2.0,40303.0,1.0,6.0,8.0,0.273,0.0,22.0,1.0,1.0,0.0,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4.0,4.0,0.0,2.0,40635.0,40452.0,599.0,2.0,3.0,4.0,1.0,40269.0,1.0,-1.0,8.0,0.14300000000000002,1.0,7.0,1.0,1.0,1.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4.0,4.0,0.0,2.0,40635.0,40512.0,598.0,0.0,1.0,1.0,1.0,40339.0,0.0,0.0,5.0,0.28600000000000003,0.0,7.0,0.0,1.0,1.0,2.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5.0,5.0,0.0,2.0,40635.0,40497.0,583.0,10.0,0.0,2.0,1.0,40421.0,1.0,0.0,5.0,0.177,0.0,17.0,1.0,1.0,0.0,3.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
8.0,8.0,0.0,5.0,40635.0,40501.0,1998.0,29.0,1.0,3.0,2.0,40285.0,1.0,6.0,8.0,0.2,0.0,45.0,1.0,1.0,1.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7.0,8.0,1.0,5.0,40635.0,40464.0,1995.0,16.0,2.0,5.0,1.0,40282.0,1.0,7.0,8.0,0.304,0.0,23.0,1.0,0.0,0.0,2.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
8.0,8.0,0.0,5.0,40635.0,40452.0,1929.0,13.0,2.0,6.0,2.0,40254.0,1.0,7.0,9.0,0.158,0.0,19.0,1.0,1.0,1.0,1.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
7.0,9.0,0.0,5.0,40635.0,40501.0,2342.0,8.0,3.0,8.0,1.0,40249.0,1.0,7.0,8.0,0.25,0.0,12.0,2.0,0.0,0.0,3.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7.0,8.0,0.0,5.0,40635.0,40466.0,2022.0,11.0,1.0,1.0,1.0,40242.0,1.0,6.0,8.0,0.105,0.0,19.0,1.0,0.0,0.0,3.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
7.0,8.0,0.0,5.0,40635.0,40480.0,1990.0,9.0,0.0,2.0,3.0,40253.0,1.0,7.0,8.0,0.1,0.0,20.0,2.0,0.0,0.0,3.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
8.0,8.0,0.0,5.0,40635.0,40481.0,2406.0,6.0,1.0,2.0,3.0,40246.0,1.0,6.0,8.0,0.5,0.0,8.0,1.0,1.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
7.0,8.0,0.0,5.0,40635.0,40501.0,2080.0,22.0,7.0,7.0,3.0,40270.0,1.0,6.0,8.0,0.25,0.0,32.0,1.0,0.0,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6.0,8.0,1.0,5.0,40635.0,40466.0,2066.0,7.0,2.0,3.0,1.0,40205.0,1.0,6.0,8.0,0.33299999999999996,0.0,12.0,2.0,0.0,1.0,2.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8.0,8.0,1.0,5.0,40635.0,40483.0,2225.0,2.0,2.0,5.0,1.0,40282.0,1.0,5.0,8.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
8.0,8.0,0.0,5.0,40635.0,40483.0,2080.0,4.0,0.0,2.0,1.0,40282.0,1.0,7.0,9.0,0.0,0.0,7.0,2.0,1.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6.0,8.0,1.0,5.0,40635.0,40452.0,2178.0,2.0,0.0,1.0,1.0,40240.0,0.0,0.0,8.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
8.0,8.0,0.0,5.0,40635.0,40483.0,2059.0,8.0,1.0,0.0,2.0,40408.0,1.0,6.0,8.0,0.083,0.0,12.0,1.0,1.0,0.0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
8.0,8.0,0.0,5.0,40635.0,40473.0,1999.0,11.0,7.0,8.0,2.0,40422.0,1.0,6.0,8.0,0.16699999999999998,0.0,18.0,1.0,1.0,1.0,2.0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8.0,8.0,0.0,6.0,40635.0,40466.0,2060.0,55.0,6.0,8.0,9.0,40220.0,1.0,6.0,8.0,0.162,0.0,68.0,1.0,1.0,1.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7.0,8.0,0.0,6.0,40635.0,40466.0,2049.0,26.0,1.0,1.0,3.0,40211.0,1.0,6.0,8.0,0.114,0.0,44.0,1.0,0.0,0.0,3.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
8.0,8.0,0.0,5.0,40635.0,40445.0,889.0,19.0,8.0,9.0,3.0,40236.0,1.0,7.0,8.0,0.281,0.0,32.0,2.0,1.0,1.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
8.0,8.0,0.0,6.0,40635.0,40470.0,2371.0,14.0,14.0,14.0,1.0,40288.0,1.0,7.0,8.0,0.292,0.0,24.0,1.0,1.0,1.0,2.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8.0,8.0,0.0,6.0,40635.0,40501.0,2204.0,11.0,0.0,0.0,2.0,40268.0,1.0,7.0,8.0,0.28,0.0,25.0,1.0,1.0,1.0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6.0,8.0,1.0,5.0,40635.0,40483.0,2035.0,10.0,3.0,3.0,1.0,40152.0,0.0,-1.0,8.0,0.35700000000000004,0.0,14.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8.0,8.0,0.0,6.0,40635.0,40452.0,1999.0,48.0,2.0,1.0,10.0,40299.0,1.0,6.0,8.0,0.397,0.0,78.0,1.0,1.0,1.0,3.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7.0,8.0,0.0,8.0,40635.0,40501.0,2855.0,26.0,7.0,7.0,4.0,40255.0,1.0,6.0,8.0,0.156,0.0,32.0,1.0,0.0,1.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8.0,8.0,0.0,8.0,40635.0,40450.0,2449.0,17.0,6.0,8.0,2.0,40290.0,1.0,0.0,12.0,0.276,1.0,29.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
8.0,8.0,0.0,4.0,40636.0,40477.0,1429.0,24.0,3.0,2.0,2.0,40239.0,0.0,6.0,8.0,0.24100000000000002,0.0,29.0,0.0,1.0,1.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7.0,8.0,1.0,4.0,40636.0,40476.0,1439.0,19.0,5.0,4.0,3.0,40269.0,1.0,7.0,8.0,0.308,0.0,26.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8.0,8.0,0.0,4.0,40636.0,40463.0,1425.0,0.0,0.0,0.0,3.0,40408.0,1.0,0.0,8.0,0.0,0.0,17.0,1.0,1.0,0.0,1.0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
8.0,8.0,0.0,5.0,40636.0,40452.0,2004.0,7.0,1.0,2.0,1.0,40285.0,1.0,6.0,8.0,0.067,0.0,15.0,1.0,1.0,0.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8.0,8.0,1.0,4.0,40636.0,40465.0,820.0,11.0,4.0,7.0,3.0,40206.0,1.0,6.0,8.0,0.0,0.0,17.0,1.0,1.0,0.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6.0,8.0,0.0,5.0,40636.0,40480.0,2080.0,6.0,3.0,6.0,2.0,40260.0,1.0,6.0,8.0,0.111,0.0,9.0,1.0,0.0,0.0,2.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
8.0,8.0,0.0,5.0,40636.0,40483.0,2049.0,4.0,1.0,1.0,1.0,40256.0,1.0,0.0,8.0,0.0,0.0,12.0,1.0,1.0,1.0,2.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
7.0,8.0,0.0,5.0,40636.0,40497.0,2094.0,10.0,1.0,1.0,4.0,40313.0,1.0,7.0,8.0,0.172,0.0,29.0,2.0,0.0,1.0,2.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6.0,8.0,0.0,5.0,40636.0,40476.0,1879.0,44.0,6.0,8.0,7.0,40219.0,1.0,6.0,8.0,0.18,0.0,78.0,2.0,0.0,0.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6.0,8.0,0.0,5.0,40636.0,40466.0,1999.0,5.0,4.0,4.0,3.0,40295.0,1.0,6.0,8.0,0.313,0.0,16.0,2.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6.0,8.0,0.0,5.0,40636.0,40452.0,1938.0,11.0,3.0,4.0,2.0,40295.0,1.0,0.0,8.0,0.2,0.0,20.0,2.0,0.0,0.0,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
7.0,8.0,0.0,5.0,40636.0,40470.0,803.0,16.0,11.0,18.0,2.0,40423.0,1.0,6.0,8.0,0.258,0.0,31.0,1.0,0.0,0.0,1.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8.0,8.0,0.0,5.0,40636.0,40473.0,2170.0,7.0,1.0,2.0,2.0,40353.0,1.0,7.0,8.0,0.273,0.0,11.0,1.0,1.0,1.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8.0,8.0,0.0,6.0,40636.0,40490.0,2149.0,13.0,3.0,8.0,2.0,40282.0,1.0,7.0,8.0,0.138,0.0,29.0,1.0,1.0,1.0,2.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5.0,9.0,0.0,6.0,40636.0,40480.0,2150.0,7.0,3.0,5.0,3.0,40164.0,1.0,0.0,8.0,0.28600000000000003,0.0,14.0,1.0,0.0,0.0,2.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8.0,8.0,0.0,6.0,40636.0,40466.0,1799.0,19.0,3.0,4.0,6.0,40310.0,1.0,6.0,8.0,0.364,0.0,33.0,1.0,1.0,1.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8.0,8.0,1.0,6.0,40636.0,40466.0,2152.0,23.0,4.0,7.0,5.0,40201.0,1.0,8.0,9.0,0.29,0.0,62.0,2.0,1.0,0.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7.0,8.0,0.0,4.0,40636.0,40483.0,1699.0,10.0,2.0,4.0,2.0,40291.0,1.0,6.0,8.0,0.28600000000000003,0.0,14.0,1.0,0.0,1.0,0.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8.0,8.0,0.0,5.0,40636.0,40501.0,1822.0,6.0,0.0,1.0,2.0,40312.0,1.0,-1.0,8.0,0.217,0.0,23.0,1.0,1.0,1.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6.0,8.0,0.0,6.0,40636.0,40480.0,2150.0,14.0,1.0,1.0,3.0,40187.0,1.0,0.0,8.0,0.28,0.0,25.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
7.0,8.0,0.0,5.0,40636.0,40480.0,2247.0,8.0,2.0,3.0,1.0,40252.0,1.0,6.0,8.0,0.2,0.0,10.0,2.0,0.0,1.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8.0,8.0,0.0,5.0,40636.0,40466.0,2424.0,26.0,9.0,11.0,4.0,40298.0,1.0,6.0,8.0,0.152,0.0,46.0,1.0,1.0,1.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8.0,8.0,0.0,6.0,40636.0,40452.0,2368.0,33.0,5.0,5.0,5.0,40254.0,1.0,6.0,8.0,0.17300000000000001,0.0,52.0,1.0,1.0,1.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8.0,8.0,0.0,6.0,40636.0,40480.0,2194.0,4.0,2.0,2.0,2.0,40404.0,0.0,6.0,8.0,0.214,0.0,14.0,0.0,1.0,1.0,3.0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8.0,8.0,0.0,6.0,40636.0,40484.0,1799.0,42.0,4.0,5.0,8.0,40442.0,0.0,6.0,8.0,0.149,0.0,47.0,0.0,1.0,1.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8.0,8.0,0.0,4.0,40637.0,40501.0,2043.0,8.0,0.0,0.0,2.0,40284.0,1.0,-1.0,8.0,0.0,0.0,16.0,1.0,1.0,1.0,3.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
8.0,8.0,0.0,4.0,40637.0,40466.0,1507.0,58.0,2.0,2.0,5.0,40226.0,1.0,-1.0,8.0,0.39399999999999996,0.0,104.0,1.0,1.0,1.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7.0,9.0,0.0,5.0,40637.0,40480.0,2054.0,7.0,2.0,2.0,1.0,40236.0,1.0,7.0,9.0,0.091,0.0,11.0,1.0,0.0,0.0,2.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6.0,8.0,0.0,5.0,40637.0,40497.0,1982.0,5.0,2.0,3.0,1.0,40220.0,1.0,6.0,7.0,0.0,0.0,12.0,2.0,0.0,1.0,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
11.0,11.0,0.0,5.0,40637.0,40452.0,1819.0,25.0,8.0,8.0,4.0,40213.0,1.0,-1.0,12.0,0.28600000000000003,0.0,28.0,2.0,1.0,1.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7.0,8.0,0.0,5.0,40637.0,40483.0,2022.0,8.0,3.0,3.0,1.0,40263.0,1.0,7.0,8.0,0.455,0.0,11.0,2.0,0.0,0.0,2.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
7.0,8.0,0.0,5.0,40637.0,40480.0,2081.0,4.0,1.0,1.0,1.0,40217.0,0.0,6.0,8.0,0.7140000000000001,0.0,7.0,0.0,0.0,0.0,3.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7.0,7.0,0.0,5.0,40637.0,40466.0,1950.0,8.0,0.0,1.0,2.0,40306.0,1.0,6.0,7.0,0.294,0.0,17.0,2.0,1.0,1.0,3.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5.0,6.0,0.0,5.0,40637.0,40456.0,2025.0,9.0,5.0,8.0,2.0,40284.0,1.0,0.0,5.0,0.133,0.0,15.0,1.0,0.0,1.0,3.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
8.0,8.0,1.0,5.0,40637.0,40483.0,1842.0,7.0,5.0,4.0,2.0,40229.0,0.0,0.0,8.0,0.071,0.0,14.0,0.0,1.0,1.0,3.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
6.0,8.0,1.0,5.0,40637.0,40466.0,2638.0,4.0,0.0,0.0,1.0,40233.0,1.0,0.0,8.0,0.0,1.0,7.0,2.0,0.0,1.0,2.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8.0,8.0,0.0,5.0,40637.0,40483.0,736.0,29.0,6.0,4.0,4.0,40264.0,1.0,-1.0,8.0,0.111,0.0,63.0,1.0,1.0,1.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6.0,7.0,0.0,5.0,40637.0,40482.0,1992.0,8.0,2.0,3.0,1.0,40227.0,1.0,5.0,7.0,0.214,0.0,14.0,1.0,0.0,1.0,2.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
8.0,8.0,0.0,5.0,40637.0,40487.0,1773.0,14.0,7.0,7.0,3.0,40094.0,1.0,7.0,8.0,0.174,0.0,23.0,1.0,1.0,0.0,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
7.0,8.0,1.0,5.0,40637.0,40451.0,1649.0,0.0,0.0,1.0,9.0,40243.0,1.0,-1.0,8.0,0.0,0.0,104.0,1.0,0.0,0.0,2.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7.0,8.0,0.0,5.0,40637.0,40459.0,2449.0,21.0,3.0,6.0,3.0,40313.0,1.0,7.0,8.0,0.039,0.0,26.0,2.0,0.0,1.0,2.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
8.0,8.0,0.0,5.0,40637.0,40452.0,1979.0,5.0,7.0,8.0,1.0,40301.0,1.0,6.0,8.0,0.067,0.0,15.0,2.0,1.0,1.0,2.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
7.0,8.0,1.0,5.0,40637.0,40466.0,1859.0,35.0,9.0,9.0,4.0,40303.0,1.0,-1.0,8.0,0.087,0.0,46.0,1.0,0.0,1.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
11.0,12.0,1.0,5.0,40637.0,40483.0,2319.0,9.0,3.0,4.0,1.0,40263.0,1.0,-1.0,12.0,0.462,0.0,13.0,1.0,0.0,0.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5.0,5.0,1.0,5.0,40637.0,40501.0,1959.0,10.0,0.0,0.0,1.0,40220.0,1.0,0.0,5.0,0.5710000000000001,0.0,14.0,1.0,1.0,0.0,3.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
8.0,8.0,0.0,4.0,40637.0,40480.0,800.0,11.0,1.0,1.0,3.0,40303.0,1.0,6.0,8.0,0.524,0.0,42.0,1.0,1.0,1.0,2.0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8.0,8.0,0.0,5.0,40637.0,40480.0,1970.0,27.0,2.0,3.0,4.0,40290.0,1.0,0.0,8.0,0.146,0.0,41.0,1.0,1.0,1.0,2.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5.0,6.0,0.0,5.0,40637.0,40452.0,2025.0,1.0,0.0,1.0,1.0,40284.0,1.0,0.0,5.0,0.16699999999999998,0.0,6.0,2.0,0.0,0.0,3.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8.0,8.0,0.0,5.0,40637.0,40466.0,2057.0,54.0,18.0,15.0,6.0,40417.0,0.0,6.0,8.0,0.19699999999999998,0.0,76.0,0.0,1.0,1.0,3.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
9.0,9.0,0.0,5.0,40637.0,40465.0,1999.0,21.0,2.0,2.0,3.0,40291.0,1.0,7.0,12.0,0.226,1.0,31.0,1.0,1.0,1.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8.0,8.0,0.0,6.0,40637.0,40483.0,2224.0,19.0,1.0,1.0,4.0,40319.0,1.0,6.0,8.0,0.294,0.0,34.0,1.0,1.0,1.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9.0,9.0,0.0,6.0,40637.0,40487.0,859.0,16.0,2.0,3.0,7.0,40416.0,0.0,7.0,12.0,0.08800000000000001,0.0,34.0,0.0,1.0,0.0,2.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
8.0,8.0,0.0,6.0,40637.0,40482.0,2364.0,13.0,6.0,12.0,4.0,40270.0,1.0,6.0,8.0,0.267,0.0,30.0,2.0,1.0,1.0,2.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8.0,8.0,1.0,6.0,40637.0,40465.0,2140.0,7.0,2.0,2.0,1.0,40221.0,1.0,0.0,9.0,0.1,0.0,10.0,2.0,1.0,0.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
8.0,8.0,0.0,3.0,40638.0,40480.0,599.0,55.0,2.0,7.0,10.0,40286.0,1.0,6.0,12.0,0.094,0.0,107.0,2.0,1.0,1.0,3.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
8.0,8.0,0.0,4.0,40638.0,40466.0,1606.0,10.0,1.0,1.0,2.0,40282.0,1.0,6.0,8.0,0.177,0.0,17.0,1.0,1.0,1.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8.0,8.0,0.0,4.0,40638.0,40482.0,776.0,116.0,5.0,16.0,18.0,40254.0,1.0,6.0,8.0,0.092,1.0,174.0,1.0,1.0,1.0,3.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
8.0,8.0,0.0,5.0,40638.0,40501.0,1799.0,13.0,2.0,3.0,1.0,40431.0,1.0,6.0,8.0,0.071,0.0,14.0,1.0,1.0,1.0,1.0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
9.0,9.0,0.0,5.0,40638.0,40452.0,2106.0,6.0,0.0,0.0,1.0,40313.0,1.0,7.0,9.0,0.0,0.0,8.0,1.0,1.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7.0,8.0,0.0,5.0,40638.0,40501.0,2074.0,3.0,1.0,3.0,1.0,40441.0,1.0,6.0,8.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8.0,8.0,0.0,5.0,40638.0,40466.0,2005.0,31.0,1.0,1.0,3.0,40359.0,0.0,6.0,8.0,0.085,0.0,47.0,0.0,1.0,1.0,3.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8.0,8.0,0.0,6.0,40638.0,40466.0,1898.0,3.0,0.0,2.0,2.0,40346.0,1.0,5.0,8.0,0.0,0.0,18.0,1.0,1.0,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4.0,4.0,0.0,2.0,40639.0,40473.0,598.0,34.0,8.0,11.0,3.0,40268.0,1.0,0.0,8.0,0.11800000000000001,1.0,85.0,1.0,1.0,1.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6.0,6.0,0.0,3.0,40639.0,40466.0,1474.0,4.0,2.0,3.0,1.0,40251.0,1.0,-1.0,12.0,0.25,0.0,4.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
